Negative Mode,,,,,,,,,,,,,,,,,,,,,
mzmed,GF1,GF2,GF3,Day5_BTBL_1,Day5_BTBL_2,Day5_BTBL_3,Day5_BTBL_4,Day10_BTBL_1,Day10_BTBL_2,Day10_BTBL_3,Day10_BTBL_4,Day15_BTBL_1,Day15_BTBL_2,Day15_BTBL_3,Day15_BTBL_4,Day20_BTBL_1,Day20_BTBL_2,Day20_BTBL_3,Day25_BTBL_1,Day25_BTBL_2,Day25_BTBL_3
316.1514442,72735.54089,48981.90671,20518.81204,42798.23723,37940.20188,38466.33992,50773.33892,82189.5001,135210.7739,129881.6624,148219.8139,98220.48294,111512.0571,107383.6587,112321.3238,89762.7584,83479.79124,87036.09003,79083.63814,104772.272,102843.3738
317.171752,477651.7498,542607.2201,132674.5422,199966.5231,181670.2669,242009.8648,256670.6459,336921.6084,573437.2044,513002.4629,666681.8032,622021.6513,443309.6528,489030.354,505804.8903,564179.7886,474551.4136,415620.3499,407515.3422,413929.3581,495322.1194
272.0645379,117434.1944,138498.6564,38625.76133,79486.46731,64515.30285,73290.70554,87727.92682,144692.1511,223750.4407,226353.8267,302185.8594,233433.544,171049.3796,174401.2574,169722.9129,217722.1609,173006.4913,179623.9705,143089.7473,186748.4862,202959.061
74.02338875,16681279.9,11521618.92,3483526.568,4354583.84,4064199.407,4274567.622,4894859.99,4862257.699,7576649.975,6442988.891,8447239.461,7503198.398,5734461.102,6550953.255,6570712.003,7135987.939,6191833.384,6243385.227,4919467.278,5129924.61,6148154.105
265.9802346,18607.18287,4329.16731,15943.49282,104260.2681,79255.2129,168949.9277,144570.67,53861.64309,68263.98236,74418.43118,53659.72569,143882.5313,142012.4896,136862.6454,133295.2819,60620.06072,81578.67351,97214.59492,43586.69116,83252.12177,51083.07445
158.0811669,137799902.5,107907743.6,35102834.38,42860357.98,41007626.15,44337958.8,49909003.64,51364342.96,81523141.4,69808759.52,88545096.39,77955804.83,62705516.54,69755373.32,70443795.26,75734984.02,66481694.68,66068197.3,53844984.34,56617490.82,67723867.7
159.0703264,9179355.378,7503630.592,2246965.909,3415244.667,3174129.69,3402433.155,3760875.615,4224162.024,6193029.843,5570385.917,6904722.88,5932414.633,4775890.277,5318461.919,5380125.696,5740749.37,5106474.991,5082840.633,4209957.42,4568879.405,5219812.404
160.0591196,630769.1777,510267.5736,151117.8777,255654.4409,230753.8288,245827.4572,283530.7435,327075.9854,477815.2151,425983.9165,502442.9339,439537.2142,362326.5682,387143.4328,390219.2295,446445.7085,382213.0981,390880.5552,323371.3206,364697.6155,378631.7173
114.0891364,468814.7232,340848.7064,104551.6274,133423.5635,117943.155,123683.057,152333.0639,150317.211,213323.2963,188148.9631,245870.7509,213109.2667,166544.9481,191751.8707,184177.3269,199460.8021,170514.1924,182447.3178,147343.5717,148582.2923,181240.1365
288.0401303,88563.51277,162182.4667,57115.66285,40233.84917,49463.93888,42604.29842,53943.79105,75588.90692,71092.53928,67522.2859,81119.7148,120807.6964,69425.73122,88144.9305,86277.85297,86220.85978,60498.52357,67059.40669,80848.54058,92643.55808,49953.17794
258.0110943,131635.7753,215178.3167,124938.348,72960.89125,50145.6184,95847.71458,82409.67596,121089.8397,148857.1974,126538.9258,148502.4854,164439.2814,126323.0432,108956.9951,111939.5818,127321.7169,119426.0621,137883.2349,179937.8131,126671.1105,153977.3986
254.1144295,305552.6711,151555.44,119171.2,414274.2423,409965.8125,388262.1167,505338.3405,532963.087,790278.1678,598692.9018,751343.8697,476611.6419,565480.9323,637323.4016,642260.0403,459080.1156,449376.9396,427182.0693,258957.9492,431205.4158,443886.4818
368.09889,71287.34437,38905.45606,18122.97946,47619.24803,43447.12094,37619.90052,80354.33095,38157.48924,48518.97497,30790.01559,22128.30359,16687.53847,40241.79159,63049.00467,60093.21449,27087.4681,43484.62849,46749.44211,8097.685635,27311.13766,23135.58599
410.2035636,71193.01759,71633.93062,71737.63818,135174.6668,108868.8863,196434.542,184717.6571,153884.6395,143805.2845,84485.78788,87563.8231,117662.5819,127625.6039,168708.5963,155972.4381,64746.50942,110382.7125,120586.3977,59839.10345,95827.32322,77564.88948
123.044149,77480.76007,38856.96215,25089.2592,176629.3908,323195.482,126741.2446,226464.1285,71925.31471,113819.2989,90305.84084,76464.48241,86698.78349,100580.6196,91997.69114,92918.01125,187291.346,171139.8927,148473.562,65680.09802,68705.45988,56666.24556
116.034111,945309.1361,1053245.753,243471.1216,77244.71841,99397.8031,73511.07082,116827.9895,82399.12505,122461.5312,281536.5735,400970.8411,467456.2677,199582.5401,232428.9304,233396.3099,489325.5547,335558.461,298266.1236,169626.2771,174106.5263,299161.8339
227.1032039,654959.9985,226980.0962,73652.78457,619804.1907,598876.3346,653876.1505,891235.0872,307269.7987,378083.9931,251958.7152,248997.2831,309746.3501,450287.6002,554943.0206,541189.7224,258044.8151,391739.7664,469975.981,104340.8741,236064.9697,228287.8911
224.0560196,2870479.112,1284090.675,647592.8911,2109084.01,1959679.505,2416609.15,3263239.073,1373567.076,1898771.95,1310494.205,1521061.697,1503385.988,1816373.916,2201924.219,2178031.302,1420983.834,1639841.944,1836420.691,815090.7444,1112482.15,1317257.18
203.0013135,780090.4649,563574.4898,658526.1959,6704630.964,16171050.79,4853226.609,7819374.058,1158234.382,3209436.778,3127862.852,1424881.468,3333660.607,3473458.753,1988206.616,2060018.636,10799470.92,8736149.524,5981843.014,3103258.287,2251210.664,1442055.861
460.1830808,65939.09294,103031.3245,201932.8049,199501.973,128911.102,258664.8874,215654.943,281593.6311,226371.9027,133040.6383,118373.2261,169175.2416,219504.7448,227151.1685,216110.6735,91207.53463,147296.1429,154436.2597,112034.574,198875.9831,126598.6529
100.0029492,451016.2422,174245.3024,104577.9921,280264.2788,247124.0394,267651.9454,383311.251,165658.892,213414.5862,146921.1773,169358.3514,161204.175,192075.1319,216962.4213,220627.7816,157104.371,167056.0552,203285.3983,89410.1466,114891.3841,147015.9504
136.0586512,17918.23012,3648.028832,5805.105841,14307.54362,15505.60129,12628.73679,17628.29399,13674.77853,23317.29,17138.9045,25456.35915,18949.56161,14725.33823,16039.9228,14485.52045,20928.71343,16195.82371,15803.95789,14067.10012,14399.11424,18266.69486
135.0544986,406894.8349,160864.6492,99168.15064,257620.8112,258588.1716,240688.1958,292539.23,654732.0658,1086134.177,387603.2073,500956.5722,363983.1426,762494.5149,321594.071,316650.0395,400718.2875,356896.6944,795908.8304,263854.2799,619183.2277,369443.4984
333.1194098,70027.9729,40298.51561,38039.15753,32039.98452,26044.39184,34959.28899,55390.90259,48853.5974,82215.87016,64876.90368,73457.3684,86894.00102,64197.82997,79779.23045,74079.61476,69687.81991,78646.25867,71388.05274,25386.33621,55290.8806,38539.49078
338.0743839,40676.38326,48629.33253,33717.18852,32273.34696,13038.74008,38857.35854,28164.21646,43578.2672,34893.32911,18182.29907,20417.74446,18522.58673,24794.97348,29637.78494,35177.08331,12744.01435,22843.96351,24248.09908,11268.90914,25627.46802,18026.42826
428.1675903,597.9307508,14707.36406,55696.00119,9675.155855,3481.971772,12046.1948,3000.792388,37167.18993,23987.46767,27461.19543,28301.94723,43395.91046,33055.89884,16819.2031,19049.87406,27836.54774,26277.31011,22116.89284,74642.46276,29641.77988,39174.37391
297.1190111,2370831.61,1828866.197,1008286.087,5708258.026,3505135.496,3825837.522,5304457.796,1486984.529,1754618.763,1659528.386,1097528.354,1280736.907,1624936.825,2897643.646,2793443.105,970799.8573,1937864.322,2034745.699,641637.195,943271.8263,898247.802
233.012261,8304688.453,3034413.667,1452327.397,8344111.265,5698587.114,8994440.427,11274566.11,7504391.88,8754474.001,6226089.245,7132783.585,5911913.287,7526327.607,10365725.62,10017054.23,5537165.894,7491654.633,7018046.889,3956302.857,7516821.903,5304693.372
109.0295515,537339.5881,216463.5498,105769.3157,477489.0029,641453.4519,426577.6348,611687.9713,206820.9686,268215.2711,214548.9931,171029.7667,202757.3685,270277.3276,322207.0486,321098.6744,230781.3035,276886.9669,275548.8058,108079.2504,184142.059,169662.7833
301.0941378,803147.5389,309236.3817,181212.6397,853899.887,835983.8146,858108.1898,1316451.791,434912.8285,562396.2093,323142.9721,289467.0533,313873.7129,486189.967,775485.2254,731348.0586,287777.7419,495501.0991,515721.4492,111634.3666,326984.1336,231027.2814
251.1133027,365457.3822,144485.5837,155268.3147,425814.197,446810.1853,487553.8987,694796.3887,202441.1172,252921.731,146457.4381,162167.673,181120.9139,219667.228,408432.3972,380863.7694,139194.5921,255919.6168,274923.3672,57500.67005,128451.225,114095.7726
188.9865818,12896077.93,4971442.022,2047614.925,13434794.88,17789188.56,12904783.77,17705470.22,5710811.484,7809445.638,6174123.801,5336323.208,6001927.285,8247791.266,10515067.88,10223789.08,7124030.337,9174561.084,7833252.384,2738931.299,5274376.562,4858917.122
337.0744383,85866.6572,140974.2765,261121.4834,245014.7724,125564.0282,316686.2392,221586.5041,356654.5374,302110.577,194662.2843,197036.8601,178009.1801,258650.7133,307766.3815,280265.5196,126770.9829,205890.6278,205063.7088,108260.6721,234238.2319,196393.5773
190.983498,508791.8402,181683.6385,74288.55845,550684.2191,737424.676,537808.7271,723904.7297,228548.9543,294983.7734,238060.2345,200575.442,231772.0649,324236.222,420341.8275,412963.3949,278305.8194,346133.9904,308620.0263,102642.5453,207399.7645,183704.2785
153.0570076,101702.5434,42993.77769,21265.78507,104573.7875,71973.84007,104999.4263,130983.103,82735.77305,99104.53423,64497.13025,69127.81178,61274.58772,78379.68515,99510.51198,94770.4242,52323.94505,79172.61102,76714.46566,42921.97272,78399.02106,54799.33423
348.1019635,336680.7423,146537.3962,83027.90406,379252.4846,375986.9931,403564.4067,591858.3828,200252.7856,262334.9132,154919.5925,141869.7013,150661.9362,224750.1844,382198.2419,363593.573,138838.8647,248334.5,230774.7614,53470.06656,161270.9971,120628.7855
347.0985763,3051767.045,1193126.008,710011.8499,3436364.425,3386661.438,3478159.769,5153787.894,1687777.033,2191989.827,1234283.1,1137872.132,1234984.653,1898734.869,3135805.061,2995904.87,1149516.504,2032095.504,2049966.023,424069.5908,1305777.693,927338.6839
503.0984121,24748.92101,17665.25553,8353.523653,18321.61788,13684.69449,21825.22273,30086.39879,30158.69311,41251.31731,35533.96488,41093.24914,44475.47262,46678.21713,50987.22307,46128.44056,52393.23011,53877.37106,40135.56659,47845.32136,38977.07834,45319.52763
305.0712628,340038.373,216875.634,60193.62107,271191.6779,222830.4956,428067.1512,466194.1552,372974.2591,634888.1786,533064.0274,524084.185,396325.4184,500249.4908,535509.4551,520303.4803,300974.6146,367327.5609,379141.471,215193.906,347933.5699,434068.6968
139.0389485,137166.0545,66116.21682,32738.47068,115023.3173,103460.3278,98862.32678,144057.0273,59800.04325,69015.61257,44442.91329,43615.77307,39335.10827,60401.23941,87664.33552,82733.41703,41393.51747,55841.49098,69818.09672,16519.42671,42835.50788,33962.28895
234.0133033,601221.8348,218950.3457,97473.35598,873709.4176,674670.446,831833.5382,1065974.757,688747.3044,784582.1915,548796.3704,573741.6449,481951.1118,692947.0429,1001798.074,929821.2207,456011.5373,686759.9003,616694.7672,297562.2356,634183.4302,442699.0685
179.0291149,40677820.96,25501418.07,4788524.65,1311716.722,1059238.599,1381483.459,1695903.059,1688489.272,2561780.918,2068237.755,2621691.892,2177548.859,1865011.569,1962303.225,1878925.639,2105784.395,1977737.936,1976169.351,1359365.749,1611732.362,1912635.088
235.0080151,234535.214,87981.16731,42510.14383,270588.4074,181345.0492,309782.7424,381640.5261,256744.3774,287123.0149,197572.0418,240975.0728,186779.8219,254329.0186,344693.6688,338755.0033,164599.8772,256516.8927,223787.8123,126134.6606,252154.7587,167206.3931
77.03870985,170022.4168,88946.15614,13708.71937,34782.85653,28141.31069,31108.49712,53597.06556,42782.53033,97805.78165,72574.49147,113748.8923,87740.00259,73053.18543,100678.1773,94367.26086,106607.1699,97950.08384,58573.19572,59282.92543,57939.17151,75583.7826
431.1055853,93502.31641,72120.7731,20836.46986,657.6621276,623.4018604,1646.784637,2896.817043,1738.224201,785.0489034,1661.878945,4964.921155,1434.200473,1314.122231,1898.741664,2652.13283,1518.610632,1293.259345,1697.484941,0,536.6585119,2483.673073
149.0239226,638669.4962,470505.7973,524762.75,1030592.672,852884.3675,872349.2316,1095708.817,1234707.396,1851446.982,1371082.016,1911697.769,1711495.255,1437523.446,1597422.666,1565798.747,1686806.281,1707032.64,1312394.966,1766295.698,1407815.441,1680500.21
481.0845877,378831.1423,380506.8582,142231.1109,20594.88471,14884.78468,25621.81404,28044.59623,22464.02052,34184.71239,16774.72542,22772.50375,22219.93801,19991.47559,28021.7369,28287.03026,16863.70149,19361.50268,22032.64143,4076.649329,13667.59003,8837.155321
482.0879195,67575.61156,68640.60395,26431.51678,980.5268787,219.5840368,909.3420323,1166.466153,1255.049564,568.3326093,0,276.6106396,491.4927671,593.5844704,1075.277244,598.5220907,1252.238095,928.3306336,263.5073865,0,0,704.0611865
87.00743648,10420392.7,6207465.029,1144490.482,174734.0011,142278.552,191349.2492,206576.9519,185698.0423,264269.417,172054.8609,201488.9818,207019.6658,165148.684,194821.0491,186048.1457,173017.1329,180054.1407,186964.7782,97501.30533,124366.1219,145520.944
189.9924777,1238093.702,522021.8913,228372.2355,1231139.961,1454453.095,1234572.205,1571721.339,608212.9905,728386.7707,568947.5223,484113.4142,552308.031,789911.5932,1022735.607,1023450.629,616507.2446,840410.7363,756750.8385,232762.0387,498273.0566,462741.3362
154.0500085,287596.5413,194377.045,79296.83748,237624.8572,236983.4219,68592.16842,283540.5483,205027.2975,267358.6428,205457.8623,210349.8784,68729.09645,204624.8848,265239.5776,256734.4325,183461.4961,283428.6923,210257.4535,53176.92456,170021.9553,167288.0394
210.0265399,122480.8083,158143.0011,72274.79186,3593.301684,0,617.8945645,7036.949637,2086.540058,4717.282242,2203.092924,1491.186063,3073.235398,5123.915907,3029.651591,1331.17454,0,3037.376437,17421.55341,686.5676138,888.462524,482.2342924
180.9790194,5356546.576,3275216.513,591684.3373,80607.64337,78381.4761,86259.55769,116457.8858,85963.75228,134973.527,94217.83414,108152.9543,101249.288,86221.70158,110375.1763,110783.9698,85673.83555,96986.45675,98502.60655,38273.84058,63032.85134,74407.92278
178.9832116,63348652.27,40010108.28,7484669.398,1643254.528,1589341.536,1661001.471,2024360.862,1877150.83,2868648.698,2336355.633,2861974.029,2378558.013,2007807.178,2228791.329,2133185.811,2318598.703,2193083.393,2176691.286,1453478.509,1745406.081,2069199.788
92.98270895,5616721.312,3249797.976,543283.6802,49796.44941,43942.10148,47477.74237,62604.55122,52961.92548,87480.05171,52192.73601,68479.97778,65308.30409,46526.88004,58022.90775,55986.02445,52984.37791,54291.00367,56696.22622,21706.8324,29195.70583,40257.89981
179.9865546,3138424.029,1994803.555,353868.0614,103802.1304,101191.3457,106099.2411,122452.5759,113890.1503,175562.0878,152361.9764,193147.0773,142324.661,122416.2495,139828.4681,127973.1003,141063.0836,138354.9014,141590.2356,91242.4548,114563.8631,136559.4151
94.97832811,413548.0997,242346.2391,37070.1071,29285.23722,26033.97377,27648.45469,33156.75665,18245.62183,16820.78257,11667.81403,9431.504524,16457.46634,16790.95077,13981.86586,19705.99559,11081.07417,13772.54012,18291.21817,16732.07364,15954.9467,10752.41943
449.0698547,129356.5936,263110.2033,105806.8026,803.6054769,176.5965664,2060.671439,2072.412868,3028.401647,9597.271712,6188.806251,17922.66876,15615.08863,5684.330141,3586.561855,5674.254297,20643.38555,7757.935548,8307.235517,9182.697261,2110.196179,12370.78284
117.9783554,455364.9284,263603.0312,45803.50363,527253.8023,516725.5464,445302.6785,609413.9676,179152.1593,200046.1467,86540.0508,80803.15421,59582.21184,108059.7537,156716.8719,155783.409,96963.95211,125511.035,109127.4757,28926.29394,83680.98211,70937.91013
177.8268168,175402.9364,117508.7596,18783.94716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.9982131,3649771.828,2209979.323,340324.891,83456.76126,90118.8343,77109.58025,135373.8459,74152.76176,129312.3047,119429.4983,157218.2063,100303.7592,86953.67739,144148.4536,138974.2992,125615.8803,119040.9248,113799.3168,45322.96031,70136.38966,98344.47999
208.0099353,1204844.579,1213546.689,468729.6623,68315.38304,49726.74897,77320.84149,83145.73183,105304.3273,99496.74804,91117.71203,91021.50509,103119.5259,96579.06839,97784.90528,87266.96865,68649.66497,69103.32529,72972.65927,74948.44321,78707.48142,76180.77769
211.0097767,80629.92613,59513.97887,8385.125323,5882.647794,4519.092289,5781.11856,9183.753318,5007.710833,6458.314345,6564.322526,10195.82208,9877.68859,7972.756339,15505.55632,17408.58237,11487.20553,7795.170304,10516.98137,4539.371106,6625.260266,8194.529366
76.9511977,200428.6597,107155.3636,16264.58722,33961.32786,28257.10411,30257.44788,54218.56477,42614.17299,94866.1536,71347.86414,116122.242,88309.36613,72790.65569,104504.2618,95952.15489,106521.6338,100533.5995,58820.04821,56643.09958,54699.99314,76264.18846
308.0776832,32143.07502,17274.48425,6247.854301,25325.01511,20167.87109,32776.62407,38544.07575,63892.83946,84870.01898,104668.7738,154980.7975,87451.18091,73700.51238,50035.04274,48738.61226,110370.6741,90227.11873,75763.07399,94545.73911,50857.76343,81026.22615
150.0429642,232279.8691,85394.66845,189449.9888,129117.5492,120875.7107,117610.087,160174.4696,163344.3156,292325.7676,203387.4596,234320.225,211523.1958,217918.193,186708.4936,195336.1155,209885.95,223372.8399,212689.7749,205170.2902,161886.0373,281465.3963
243.0551559,648005.3777,241782.6004,109097.486,643085.926,595376.3444,656906.2519,948207.9588,340729.0155,400883.6068,377993.9388,454042.4342,393095.823,448478.5995,647896.2402,612787.7404,406557.546,509987.7028,502956.6804,219129.0369,305773.9305,361564.8092
243.0455371,630317.4992,221197.6641,84078.0913,655914.192,604916.3343,672040.6365,957593.3719,507389.8552,372885.0915,348132.1882,413061.6403,609855.5168,433704.265,646548.0645,613911.6995,366475.6644,498024.9013,510412.5669,156440.4604,282693.9139,311825.141
108.0442236,666281.0488,293189.9887,129244.1095,495548.3959,432747.6473,462778.5425,557905.2906,265318.7346,294745.4558,222506.4666,209067.0606,222840.415,297002.7689,402561.6747,381428.756,218462.4985,316387.1812,339992.2025,90341.04989,203610.9555,196781.7316
431.156285,79825.09911,72956.96323,26367.60259,69210.97261,58542.38208,114118.4011,84641.12723,262284.4313,145061.9175,239505.3262,290304.0149,188034.2447,113066.3057,213276.7551,205773.5122,221296.1024,186406.5352,129826.8647,65942.77894,319094.6767,204670.2428
188.0047431,16670052.68,8346058.626,3758780.499,13028760.92,11510649,13239660.9,15452372.99,8161214.397,8824533.513,7264152.565,7149692.957,7513239.549,9548594.204,13566312.76,12819567.19,7680185.056,10467509.82,10386135.83,2906826.457,6635882.13,6669412.769
380.9579187,74956.0739,98231.42029,20552.01308,40843.39342,28777.57622,18990.99989,34988.77845,22093.9572,35027.73735,19467.44271,15160.58678,13318.91572,14495.24874,38089.17719,8134.689433,13454.77958,12391.4203,12432.44514,3430.123023,8362.679553,6889.820931
263.0970137,194277.6025,133212.4889,53028.35399,124995.6569,118880.1104,103267.0105,155708.771,53202.39304,70879.26169,18777.53129,117611.82,22256.54281,30200.84725,31623.93268,35989.8844,51151.37623,35179.20802,37695.33293,9345.653158,25406.89836,44269.65987
399.1411115,1283.598372,2431.930422,12198.78385,5311.083844,3385.461449,5845.889443,4301.264074,41607.266,62526.8986,145464.9796,243207.1904,135559.0286,49458.56201,59582.49247,62229.87784,253140.9471,94368.48427,69093.92206,122968.3035,95655.17875,213290.7793
118.0398881,443346.2543,249458.018,45847.48008,556832.2357,582223.4891,551984.2,633901.4819,178477.265,206159.1304,82220.17064,103919.4992,87196.8009,106894.8096,167354.964,165885.444,119222.0022,132240.576,114526.6523,29467.84912,80349.53674,68390.10124
164.0581024,1422193.56,1033688.45,560336.0486,1027811.518,1026775.682,929650.1312,1260906.311,1317071.961,1855483,1850093.37,2148684.135,2154733.429,1709665.391,1845031.996,1854322.245,2163913.92,2006569.09,1951387.407,1603968.215,1537160.886,1981604.694
176.9859743,59747.59838,43899.23578,40734.09558,110082.1036,74203.74508,92674.4879,108967.8709,259129.6668,344116.5003,365287.4075,403421.9536,379789.3262,246670.0967,280476.691,276037.2193,386336.7055,357111.749,297403.9918,342763.0852,301649.003,365496.7324
217.1076101,2848142.656,364875.1436,189571.5615,1421549.294,1672031.273,1293169.976,1721796.111,1606786.757,1995243.414,1796478.914,2222539.044,1506856.739,1764534.26,2103731.904,2035318.588,1560937.492,1711755.056,1671352.499,914688.1942,1533846.755,1470909.398
346.1617175,44773.02358,32572.10863,22248.98192,31595.12631,34874.38806,34376.62681,43954.88949,66535.10668,96662.12676,115002.2734,114365.6292,95082.51952,97933.44095,120991.1695,112413.4852,77963.17758,79106.42145,73324.47273,71494.84891,93007.5501,94249.36779
232.0151856,995541.3618,576109.767,458538.1041,686876.3047,728032.6032,670523.7838,1006305.43,1006147.265,1395420.138,1316062.644,1288896.652,1203388.023,1410847.467,1511144.007,1450423.71,937991.4516,1138491.735,1083177.528,861337.8522,1017500.08,1069296.313
196.0607007,327021.9254,131519.4759,57076.38686,221986.9387,211247.9338,238440.5709,299279.6196,144172.3897,162013.2078,136245.2976,121890.9791,153179.6165,193245.7288,243479.5804,241349.077,118958.3228,207518.9288,213106.7576,69901.51573,121814.7604,121321.5278
284.1251569,332075.5132,222570.8335,223742.2671,416241.0994,598820.6484,413251.038,610493.0632,869530.8368,1433517.725,983373.7304,957232.3237,536569.9484,645848.1985,820410.5598,789442.3391,537301.1212,619377.1933,614312.1139,383164.3452,596802.7315,772127.6472
86.02344946,1551455.362,315299.6556,16742.56459,9368.602939,8235.234734,8744.297376,11339.96426,7965.419979,12573.97517,4779.516397,11326.86615,7159.800604,6730.282898,9105.506346,10305.90296,6659.696109,5861.814005,8484.433559,7114.533864,5327.805007,7671.877001
250.0354264,98006.40515,31294.48414,97944.96427,23035.98953,36931.40142,27374.98588,40874.38757,43484.10266,109178.6656,76327.58619,63322.06993,66624.82611,82185.86551,64939.59494,65736.59325,78540.30108,67948.01733,80930.32509,46913.04083,44451.66155,120598.7319
141.089961,121939.0628,9735.168797,10152.6172,48789.62073,39394.94889,37377.72593,59237.55493,92766.5726,145049.4297,75818.7521,119693.2501,99523.37811,162018.3597,65573.57551,71378.06218,85419.97607,77927.43647,164150.0901,58307.56069,108080.2983,67449.53047
313.1407059,140151.8215,73340.05277,79186.29061,101331.5203,102402.4911,91750.29349,127853.9219,236859.3965,314782.166,230724.5448,322410.1317,191045.2934,237069.9902,229502.0843,236001.6226,192735.5769,175365.1617,147560.4722,145323.8308,167775.65,227682.8504
134.0568252,286925.0557,127788.4812,53383.87283,294998.7491,272500.5791,270887.3578,391510.818,153425.2184,168397.591,140555.6365,79182.26241,141300.056,164388.4245,200225.6525,192811.2927,123367.7318,162653.6565,183833.2107,90882.76527,161702.4175,130030.2105
185.0810234,212680.661,81184.87342,34598.03254,168820.543,160507.0915,136707.3574,224911.8476,163595.5868,225902.7541,274271.4852,355008.2545,292410.3593,300652.6596,521236.7946,537500.2767,294352.834,313103.7582,500558.2623,135264.8475,220151.3391,223726.4712
323.1345914,65024.76914,45036.58678,34841.57726,43812.65599,48327.67284,56202.82548,90739.52085,74971.6915,109241.4435,87372.74977,88458.1892,68570.84178,94964.34934,94654.40453,101973.0525,46372.46843,61062.38003,63064.90299,33494.43978,58574.70701,76011.00231
182.0655779,189335.2193,80334.86561,32641.00696,198373.0284,184400.7818,221327.8312,312052.3663,107939.2062,122207.7275,74286.7704,87677.85475,90076.37179,120310.5488,177040.83,171709.577,78749.31359,120384.0861,133454.7142,32054.59864,74685.755,56983.1583
94.02854992,546632.191,235068.8496,85305.63451,534611.9177,510096.1845,508555.6817,701263.3726,234949.1269,269734.3786,186819.501,158958.8199,169896.5714,235747.6979,324595.0434,335178.6563,137040.9439,242026.0348,271740.0156,69500.54448,167273.7668,121955.9873
125.0233379,1981974.116,974933.6335,397933.0822,1683636.612,1558390.601,1555533.959,1932685.654,1060416.576,1104979.815,937305.3712,1001785.159,957411.6759,1079014.849,1350268.651,1321076.616,873435.6876,1061230.659,1057163.649,554501.7267,875062.4882,768951.4134
204.9805437,17179692.67,8560008.25,3864633.289,15626625.45,15001794.89,16102483.91,19448734.4,10967494.49,11540469.51,10324027.36,10691768.11,10553601.76,11691623.98,14528584.66,14834843.77,9976448.486,12100968.07,11256948.12,5991576.662,9540140.291,8623919.955
373.0779087,85620.7743,5170.933572,31589.55195,265578.428,211680.4811,382690.7582,471786.4179,196232.1871,272071.5496,191663.7343,258270.8827,235269.7958,214253.3724,297455.0944,294170.2618,227674.0422,263064.8417,282803.1639,126232.9697,157229.6768,193373.6823
329.1719524,1329.590288,6964.591306,7958.313516,20405.99248,15033.91789,16808.00455,21862.14613,44006.23472,50322.57741,81561.84088,104801.3426,85768.35611,55319.31405,36940.02157,41498.03074,100420.5024,64076.47567,51529.98651,84285.8927,60085.96,94787.28562
197.0701889,151730.0336,78519.68322,36412.5487,215036.7315,238204.3594,229039.6945,316132.358,235627.7733,259212.8546,651226.2482,893913.8134,745826.3233,473503.9827,456969.6702,427489.2637,1002726.535,716759.3525,557604.143,512839.3394,375096.1598,644975.4899
111.0803314,45953.79592,13685.09582,7646.505373,89099.68976,57443.60282,69762.06481,92842.10889,57967.67947,47246.74863,69999.32408,72214.12295,55132.94464,47125.58386,69838.80035,65816.67061,63295.25686,63890.94703,57555.42029,28647.11643,38325.15327,60002.35339
126.0287537,114953.6875,64384.55409,27737.30927,109273.0793,100199.1896,95695.9642,129618.7267,71951.29118,97415.00908,106511.9895,101718.1857,135234.3897,120974.1429,124191.3302,121076.3397,120121.8061,130299.1969,127695.9219,79098.46642,94273.8913,123865.1481
206.9419937,37229.09783,16747.66412,17857.30275,2507.622925,1778.913946,3622.160222,3699.887688,4477.864357,5270.186647,4896.885459,9598.092193,10245.86515,3863.233653,1774.046507,6087.175571,11791.05171,8194.757823,5741.296261,4933.255954,3450.886445,6700.882548
186.9851012,6204322.197,2062363.332,887510.2365,5638795.057,5840529.356,5892433.773,8147367.048,2286584.87,2907674.382,2003952.416,1764212.462,1664598.881,2494268.751,3696584.133,3712507.973,2112290.952,3228051.255,2865066.647,647799.5995,1744886.571,1582709.723
96.00785833,144877.3453,48452.21817,19557.42629,122982.6429,127934.5695,118385.5047,166128.6615,39576.64033,48914.94698,30893.61587,25692.16147,23149.39228,39619.38947,58438.80852,54201.79128,26109.12736,50981.25216,48786.31229,9885.167871,24886.54528,22880.24205
318.9952131,294132.6092,82357.22814,36876.36045,0,0,506.8832367,0,273.484901,557.7227651,0,0,556.989117,0,0,0,0,0,0,596.7857361,0,0
276.0910966,50777.77393,12212.82439,12599.09192,33183.83441,27692.16068,31754.1573,37698.16158,35464.47894,69608.67509,165445.8774,223678.7032,188477.3819,89714.11097,120450.5206,128023.3463,282067.0073,197779.1349,141829.5152,67906.0947,98931.59483,161081.8856
260.0236887,116437.9539,39436.41518,31502.37204,154107.3645,136712.7678,162680.5235,208074.2045,163598.2081,185266.2067,195996.4644,220024.3126,171615.9187,153327.0687,221820.7926,199006.5019,158518.1315,178611.3967,127533.3468,72348.21729,105884.6907,118708.7342
120.0538564,19195.29761,10809.02237,3974.652462,16674.7243,33561.59658,14395.96885,18812.63331,5299.998618,3056.702999,367.0920566,0,646.9705434,2919.830621,389.1842556,503.4201109,1730.152333,478.7715169,1481.872974,165.5703436,1573.85727,643.4628943
119.0478008,299514.4504,175940.2006,35172.87659,239982.0796,476181.0943,240057.1028,300509.8988,98112.83376,81222.8623,92054.39151,48515.0472,28629.79491,82985.62541,89489.16742,85933.93884,28194.79109,52831.31689,61439.65083,14623.63764,52196.49528,40728.11474
