Negative Mode,,,,,,,,,,,,,,,,,,,,,
mzmed,GF1,GF2,GF3,Day5_BTBL_1,Day5_BTBL_2,Day5_BTBL_3,Day5_BTBL_4,Day10_BTBL_1,Day10_BTBL_2,Day10_BTBL_3,Day10_BTBL_4,Day15_BTBL_1,Day15_BTBL_2,Day15_BTBL_3,Day15_BTBL_4,Day20_BTBL_1,Day20_BTBL_2,Day20_BTBL_3,Day25_BTBL_1,Day25_BTBL_2,Day25_BTBL_3
263.0260316,427123.2252,275385.491,530471.3983,447845.186,357936.263,384709.1558,413751.8439,825410.1413,1189534.537,1124869.484,1604022.862,1976695.514,1196529.417,1126562.096,1121483.971,1855208.523,1357754.28,1043431.603,1379118.959,1118374.366,1318741.511
342.0902325,288594.3129,253599.942,105504.8564,108437.9626,103984.2904,98066.9744,124554.0067,143859.8721,195927.0975,201092.112,233572.472,231190.1596,181347.0426,195876.3336,205075.4182,249491.6093,225705.4472,188176.2008,170515.9959,148733.7555,193543.7925
152.0806358,1190519.451,753397.9406,345662.6738,473753.6844,449713.9234,451098.3197,634102.8575,921750.4106,1417468.643,1804770.851,1484687.51,1640261.244,1894809.056,1789384.226,1790088.05,1440358.146,1568302.848,1340701.79,1158551.549,1271040.086,1241205.193
144.0654094,23486200.34,16793056.15,6301836.635,3461655.669,3666903.435,2904946.766,3842849.615,4149594.128,6574120.29,9982010.818,14069864.64,13330364.1,7821783.433,10109179.66,9869650.075,15582099.06,12459191.23,9066910.227,6328185.047,6513689.056,10354144.9
338.1458179,1387.072047,387.0906296,423.1082003,91476.69763,97362.95068,105353.4166,100682.8054,132645.2149,103547.2245,206448.4677,167902.5368,246962.2135,160036.8889,209784.8149,212041.3957,277220.1388,248462.7703,212509.8129,223324.2289,153743.6744,299474.674
336.1302142,25278.07276,10936.64357,13424.36395,79786.50322,78038.6246,87993.76297,80902.90778,120724.2399,92221.49633,221574.9804,174008.8407,250948.4977,147149.2846,200049.4032,180720.2464,281205.032,239237.2188,187221.193,224296.3935,163837.391,296622.4871
127.013704,8067109.738,8058352.262,3658382.682,12287042.3,9966143.9,10837468.64,12530470.77,13694202.09,17504775.03,17579281.67,20336609.75,14745908.73,13036937.45,14878597.31,14771969.07,16159158.49,15971585.38,12320206.44,11483230.54,13539632.88,12645397.56
388.1364641,65730.86184,165278.1664,42396.92248,1248.442517,488.5802339,2034.438475,451.5887285,2036.699402,5101.160176,6271.930414,17433.05327,2145.34355,1104.642541,2586.792269,3491.220139,10073.99158,10510.9085,3550.049992,5182.149397,2561.474,6131.702296
181.0486774,3742698.784,1712545.143,517795.3474,698428.8504,756876.8992,711806.7994,995669.323,558232.2569,828412.0201,836450.8948,959318.9692,1015580.765,712911.3962,886528.64,871779.9879,1032820.981,912499.5151,831927.9587,698321.1929,679271.7045,722572.2787
116.043651,490790.9658,502108.4816,179502.1678,999807.7699,1005342.57,800934.8772,980776.9093,1175703.6,1406556.466,1834554.051,1918410.543,1632582.727,1288202.285,1732443.238,1697222.895,1759613.861,1609450.947,1449777.372,1159492.758,1506442.439,1903684.961
115.0387718,6790793.25,6792142.276,1384183.67,15458019.03,15983030.87,12159454.52,13824225.97,19730760.35,24270279.08,35594566.7,37337605.8,30423346.18,21761609.27,32973946.6,32594473.37,34927780.88,31408501.93,26410980.18,22243126.83,28728263.5,36815156.12
279.0382885,54742.26346,178890.0878,156581.6726,3315.472078,4981.39904,3434.533379,6198.219623,14799.35393,7246.600583,5670.548511,29200.99062,7026.496929,3507.822689,7324.602475,5493.278257,9299.893489,5695.966863,6685.821187,6486.169841,7172.621104,15067.09152
219.106157,1517484.823,1077563.392,337521.7774,1319034.531,1056547.963,979718.6361,2042603.255,903589.0082,1607520.248,717809.3671,947170.3338,867107.098,1020819.714,1221881.374,1271499.872,1026824.252,1344526.436,999452.8357,154842.5462,209179.3656,1081345.755
302.1355931,403744.6962,327031.8147,170163.5797,361663.2698,339386.7778,288268.4496,401968.1003,532842.6766,820341.3681,821851.0455,978813.9526,769453.4065,696117.1817,795162.9822,773811.2267,683663.933,588410.8675,522844.0106,422245.985,573560.5961,679963.1226
130.0861261,3770172.019,2200966.064,921539.1351,1711948.114,1440524.288,1274411.244,1931162.989,1622095.612,1813171.314,1931600.305,2145805.65,1660254.793,1537954.093,1772027.323,1620652.079,1709429.351,1806668.696,1647430.935,1250912.478,1492769.545,1411683.596
88.03909127,2798504.214,1936740.698,643679.571,2166499.689,1977068.132,1771553.005,3132280.773,1303524.995,2015604.074,1186914.244,1349721.707,1324841.879,1462382.979,1740763.064,1683183.857,1348666.975,1629497.482,1457779.943,320582.3471,415133.2573,1457099.762
218.1028488,20535826.1,14247284.95,5965127.63,17283027.86,14398566.43,13365886.54,25550275.71,11770725.42,20106244.1,11274367.3,13095823.41,12094269.05,13355019.82,16514501.27,16504864.95,13684725.58,17224913.68,13263948.96,2901165.771,3602675.69,14279179.65
240.0050085,463574.8473,402136.124,158554.0277,310314.3187,275054.4949,241989.1274,347017.3145,285359.929,332433.8095,263848.6598,213836.0863,169864.1824,281628.4663,301303.9079,298822.3751,153148.1333,239426.1428,232495.9679,108454.6169,243632.3885,197228.0911
242.9967268,3566370.615,409202.0197,140946.8216,3639062.566,2407458.6,1014489.685,4288313.019,4906612.489,10124544.5,4090272.416,6008954.165,3615375.601,4985170.749,6563410.515,6190486.08,4585625.113,5747390.51,4663935.354,1839345.423,2829642.704,3874001.83
243.9998608,297034.0363,88502.93994,19307.57791,265985.7034,174021.961,72846.26929,315262.3492,375313.0988,852836.3304,304703.5061,461134.31,267574.2419,386119.7351,502632.3134,469186.4703,345045.8698,435727.3196,340708.1151,135137.9816,204607.7091,287885.8412
203.9965147,20268995.46,9091531.192,6485049.468,19933417.43,17932026.61,22024082.07,20359799.56,14321411.49,12901233.21,14474307.61,15229983.69,15373603.66,15559235.25,18993329.02,18522687.05,14426001.08,15755289.77,14613051,8255180.214,14499315.48,10861975.73
292.0432578,166408.7066,149459.1249,16393.45054,0,0,497.9824785,404.9669458,0,0,0,0,0,0,0,0,0,0,416.7478487,0,0,1137.264513
437.2143138,116667.3875,57152.17343,20685.20443,112019.9782,77672.3293,93334.00245,221158.4097,76264.58318,279247.5027,32703.59176,78264.25592,72799.64515,107445.1808,122042.2994,133351.7418,91305.18855,167983.3611,92275.27572,1519.700451,259.8810797,108216.4835
204.9851897,2547318.013,923334.5609,576356.5107,3013293.699,2634720.465,2782796.907,3147792.008,1993341.551,2089045.187,2148744.75,2366922.278,2711718.791,2340126.663,3131156.36,3076595.855,2380097.361,2518734.226,2245977.182,1592297.69,2371422.506,1723475.338
128.0282975,30606874.21,16023761.24,2556151.336,1293209.724,1280916.107,1578222.731,1526423.956,1239541.931,1390298.378,1006857.827,1329596.833,1411534.205,1190003.854,1305093.862,1274300.336,1093756.561,1274697.235,1149964.208,664915.8669,857473.4774,872922.4464
178.9832412,6047572.112,6159015.668,1002116.168,535632.5208,368186.1641,256619.1484,495236.9656,523952.2505,675593.7884,521558.5477,725421.2243,620486.68,520657.6569,596986.0689,549927.7596,663140.157,635539.4367,574665.3494,316682.4602,461466.9402,589989.8338
395.149214,141768.0618,99000.4185,11183.07961,15983.40902,16066.5675,17943.33195,36233.59329,16339.38002,37546.91948,8160.48976,16159.33619,17141.17338,22171.12648,30739.22929,21943.15592,15298.89654,28617.79763,19508.24845,327.6635437,770.2817161,15498.0882
123.0552249,184481.9852,77911.08497,42623.37289,76521.38068,77022.0879,76948.35545,131329.7697,63305.01158,70906.59785,58300.48399,61040.99903,64096.19943,63106.65498,99210.31794,93131.9412,61337.01809,72347.92712,66359.50406,38533.40693,51511.6639,54769.6057
151.0252007,1504094.535,2756406.795,280568.6192,804399.337,616289.0777,674127.9952,974459.3126,1017509.283,1112270.852,1404581.612,1659434.544,1475487.082,1075479.837,1035811.876,1040832.46,1552185.439,1341673.824,1185741.084,1181932.49,950462.3074,1385641.844
420.108554,77202.33825,327020.9584,55203.15293,707.9715622,3671.322697,2496.620042,0,427.5921481,530.1729822,0,0,0,294.4611868,0,0,404.957835,0,269.8446196,0,0,0
128.0340866,30467030.75,16118289.72,2665195.262,1120183.025,1251072.505,1545867.071,1477167.789,972239.3366,1141754.41,741500.8611,997394.1768,1183518.932,912987.7502,1060434.85,999081.2322,791345.4679,978338.0747,929478.6178,487523.1835,646253.9601,655368.6761
290.0190011,139353.5243,111153.516,15190.19886,13209.5372,10100.57285,18941.59643,18766.47467,13479.03217,14566.15965,9130.333625,14240.81942,21204.20173,13923.20577,14408.65088,12810.798,8453.919628,12971.10106,15376.75143,3125.958819,6374.577694,7459.640382
353.0848864,551551.667,307159.023,13658.23775,5060.603603,3063.433318,3701.576612,4440.333869,6177.912786,7798.558207,6426.155714,4449.473997,5861.006352,5576.716554,9541.516925,12851.32905,8543.65996,2352.319665,6580.03537,5837.592536,12608.46895,8042.716295
220.0643507,2127016.881,1945768.461,628784.2255,950264.2138,942354.6025,1040192.7,1251094.656,210752.5125,791483.0158,811527.2823,851688.8213,755290.3209,850001.682,955425.1968,980769.1356,845821.6938,885553.1162,782277.4019,435965.3148,688206.3199,632824.1553
178.0335079,1614050.456,913662.5637,139442.6738,85832.98027,91878.64997,110025.1897,116011.3051,65469.65952,74757.01915,52493.38759,62075.21695,75918.73903,64102.44926,77690.41721,82812.85173,55925.56888,69517.70683,65822.65569,39147.95794,46047.72424,44608.21546
354.0885994,57721.01316,33131.49269,229.5347434,312.241256,0,0,0,0,988.0064283,473.0164996,625.4646601,0,0,0,0,390.1203118,605.3470167,342.1225609,0,0,264.7550628
168.0292015,6806359.648,2764177.22,1365034.668,4801142.653,4740037.81,4723908.863,6675844.852,2517609.871,3327250.68,2778613.585,2715937.074,2869867.342,3248449.64,4714054.834,4616014.074,2650017.119,3939507.071,3799083.296,1307436.648,2333946.57,2021787.191
176.0372613,37601672.12,21180964.08,3734095.789,2489660.093,3079206.98,3441827.486,3512222.266,1735530.572,2042802.154,1534849.217,1781929.46,2027011.49,1866606.921,2331849.372,2325866.07,1513534.726,1990978.221,1851023.671,803980.7402,1233295.409,1339552.842
169.032559,430232.4085,176500.9194,66797.84137,239425.6749,286045.9754,269980.6161,413904.9679,143160.1299,195926.5005,157575.3445,157667.2564,169032.6331,195204.2947,283533.4929,279949.616,153905.325,247525.2816,223831.5555,73599.58064,132512.8275,112284.5636
131.0701736,877403.1958,406274.0685,228990.7462,1659790.558,973175.8952,1108054.782,1666923.226,1766423.059,1447724.306,1933992.615,2856450.68,1862671.16,1450605.138,1772441.457,1763864.137,2257669.83,2155090.058,1725817.143,568230.8355,1024518.656,1706575.04
167.0434675,1038440.366,527342.3226,207574.3257,453605.92,449753.5828,445080.6527,645096.1951,287077.5438,375848.1165,265106.5901,352409.7678,342350.7522,335002.7688,499151.4388,486315.299,330881.4765,364165.6529,282926.2132,166502.9953,254706.1517,198047.1558
258.991704,3957934.033,1250754.565,92521.24868,6157993.493,6177673.789,4558395.226,6791366.623,8410287.055,14346683.82,7683188.876,14194195.23,10616995.31,8510452.571,10693269.33,10541272.04,11176177.94,12119635.85,9625868.423,5522294.187,6221761.046,9521755.535
246.0106026,931250.8577,520077.3497,394578.7546,361145.1246,315048.7273,382812.3619,458644.9762,585920.8601,691163.6361,689983.5412,693956.993,852220.9077,177894.2249,926711.1105,952147.5252,765786.535,839195.5466,670382.6985,700002.5163,790060.5254,687601.7252
234.9994645,330707.049,131659.6193,78317.09185,427708.4991,372073.2674,466534.415,469325.9524,244366.777,315280.2018,291367.7548,294992.0801,251970.428,264024.6191,329816.9213,333112.3148,275232.2049,268371.2573,246565.248,329041.2683,268543.7002,234453.9784
234.9911583,332862.3389,128278.7614,82511.46957,416746.8538,364935.9956,457792.8877,453503.1522,244525.0538,314094.7753,300982.0741,284550.8323,230922.2632,263020.2371,328307.3537,338523.4598,262653.2562,266963.7934,244206.3381,180221.9435,277913.5516,238422.0933
176.0224217,40665868.04,22600362.69,4012966.614,3273772.07,3487701.101,3824945.664,3972342.205,2235853.701,2518537.08,2081077.35,2381306.256,2580322.422,2529934.414,3056709.038,3078834.163,2152417.637,2634253.889,2441737.513,1174385.821,1784861.087,1770936.709
180.0154011,494374.5295,743001.262,354528.8624,23135.12391,18236.02534,12763.88643,29471.55049,47078.35024,73731.47487,29379.9566,59474.0908,54414.67696,42598.12908,52612.23555,51774.51246,53279.10242,57263.47396,50792.81382,11987.55396,27303.00705,44965.90532
177.0410588,2362223.753,1222854.463,180867.6957,109570.3682,125524.1512,137764.6944,158245.3072,75116.77645,84688.17459,60861.90597,73254.93888,85849.98003,80917.9668,97048.79916,99780.29003,63613.00412,87292.823,79133.80933,31386.23337,51374.0326,53139.80571
259.9950886,281726.4071,53876.44662,15839.26171,445739.5729,464852.3336,98467.22254,520757.0279,696210.8497,1231299.016,572424.1725,1168762.199,842194.1737,679250.2796,857695.9033,846118.4139,905447.6732,1003621.989,784651.1612,231941.1805,301557.0072,767469.4207
270.8405559,29893.87788,9235.251764,3222.741328,25630.97706,28135.2772,33137.27791,11180.7717,10038.49645,12594.78269,23108.29444,10270.8047,28872.30989,13884.977,11278.25156,15469.92555,33112.6492,25977.11356,16249.95754,48671.69028,35299.26427,11852.74526
171.0653236,519466.1498,201350.0762,90120.96242,471418.0105,500661.6065,474284.5031,662704.7765,280830.2323,526953.3941,169212.7284,554277.1695,430554.8632,357284.4275,558661.6228,560247.2848,391195.9305,566659.7604,431912.4927,92009.87892,148940.2254,344190.9908
220.0022422,1817343.934,1697312.502,352748.5869,841778.5239,780491.1211,930690.6155,1067593.257,623064.24,678102.4856,759922.9081,771370.6701,740639.8282,726935.7584,809779.5158,850662.0135,826679.7715,781133.0006,714110.2641,527550.633,701675.4296,559771.7273
140.0342137,186552.264,72413.23097,42055.79527,150291.6121,133699.8392,139755.7398,183042.9317,100308.6482,106526.5039,117677.3086,122784.5502,107363.3366,105034.4414,125844.4077,123568.2113,116747.7134,118793.9696,113578.8262,67464.30246,97061.52332,89470.77301
208.0673893,493330.6972,453738.302,140157.8974,76722.32859,80258.93927,91772.30125,128651.485,89048.28202,96722.55025,66890.11186,90764.05332,95785.85674,80191.92054,92805.35734,91451.80292,78125.56816,83915.22269,79063.70412,57150.99841,55829.86453,63348.52548
165.0659458,564201.1179,349611.3111,116979.2129,70633.15209,74796.03611,90173.6082,220012.5518,100145.2616,88291.39194,67712.39147,77634.97326,86815.73828,83200.87137,100415.591,103358.1692,83426.20607,95145.2962,84291.05826,69997.92835,76035.11564,78501.9493
227.1021659,1655564.625,957916.8011,689283.6241,666874.6219,591000.5775,471812.9552,669136.9604,1302276.26,2221693.445,1834199.539,2148669.309,1823347.167,1768072.769,1711436.793,1789227.345,1423185.523,1380327.74,1355059.865,1131843.319,1602133.723,1668065.34
196.9414873,188481.4823,62787.01587,83130.22763,123228.4144,162742.62,148666.0807,191950.2448,110190.9967,161115.7741,208618.2296,233159.844,200949.8341,148150.6614,166464.2544,174527.4365,215329.5414,166822.6362,135826.3558,129974.3679,141545.6635,161076.2531
371.0471408,7877.646355,6198.366298,1595.529374,12116.13388,10750.72622,15130.2442,16348.14861,14643.18339,19894.7954,22261.17466,29040.9251,16300.01247,16834.0055,18968.72498,18764.83714,20559.14987,19223.35075,17679.66078,9862.114282,18382.39083,16254.23381
229.1190107,3015412.485,1223817.142,845749.0397,1781631.246,1761070.644,1708633.155,2317566.618,2435822.329,3968319.471,2933223.317,4077749.516,2010741.41,2533810.17,2824299.285,3018143.402,2662611.584,2706918.449,2225876.459,1589289.371,2245464.125,3134014.963
194.9426571,2507253.5,850588.0055,1163302.165,1784367.207,2350623.545,1992620.496,2572349.015,1579856.351,2123946.319,2727609.646,2919779.653,2543017.122,2009558.972,2237842.614,2317755.464,2706687.59,2210239.554,1853377.781,1658014.235,1909265.013,2108618.532
304.0713813,217643.3152,72710.4839,37513.76196,159588.9085,150394.038,152941.2243,249720.1301,126648.9839,187299.9241,157065.4835,197201.8032,146727.4018,153603.3694,210007.2607,211101.6356,157969.9638,173133.9119,150980.3429,104705.2254,128965.3759,114158.8158
303.0678966,2244385.127,698237.742,386675.6242,1548529.757,1528824.695,1562562.916,2414701.951,1243560.075,1810304.34,1596600.425,1985080.935,1416905.33,1540327.168,2053755.607,2135197.194,1600017.282,1761979.025,1569849.882,1006299.64,1202754.069,1209049.279
277.0824222,234460.095,123711.5361,73077.62976,160859.696,203342.55,147188.4225,226283.2858,215849.3063,342988.6339,247857.7164,273523.0646,211306.9694,207812.7875,266136.7062,270536.0222,201038.8689,230128.2907,207625.5231,146861.8298,203972.515,220816.8682
